"TSF","species","height","low","high","scenario","Scenario","filter"
73,"Bene",12.9081219761789,11.1961487760028,14.4432624803147,"CPCRW_nomoosehare","No Browsing","All stands"
73,"Pigl",2.18076585534936,2.14463258680753,2.21630880321929,"CPCRW_nomoosehare","No Browsing","All stands"
73,"Pima",2.03742586115741,2.01671436666958,2.05595455853431,"CPCRW_nomoosehare","No Browsing","All stands"
73,"Potr",1.98536856795072,1.91749198489514,2.05968404089344,"CPCRW_nomoosehare","No Browsing","All stands"
74,"Bene",13.1607360944819,11.5752037120498,14.6196670211418,"CPCRW_nomoosehare","No Browsing","All stands"
74,"Pigl",2.20943080471525,2.17418382853717,2.24972839240596,"CPCRW_nomoosehare","No Browsing","All stands"
74,"Pima",2.04907758050548,2.02896092573908,2.06885506699789,"CPCRW_nomoosehare","No Browsing","All stands"
74,"Potr",1.98739821324614,1.9185187971457,2.05629633432721,"CPCRW_nomoosehare","No Browsing","All stands"
75,"Bene",13.4560026078576,12.0002414271896,15.0183119269044,"CPCRW_nomoosehare","No Browsing","All stands"
75,"Pigl",2.23828322204985,2.20296746603561,2.27737834356398,"CPCRW_nomoosehare","No Browsing","All stands"
75,"Pima",2.06029711663601,2.0396328956965,2.0789880625412,"CPCRW_nomoosehare","No Browsing","All stands"
75,"Potr",1.98918298848346,1.9295201846033,2.05817640252486,"CPCRW_nomoosehare","No Browsing","All stands"
76,"Bene",13.5098224064382,12.0596086459187,15.0951234558323,"CPCRW_nomoosehare","No Browsing","All stands"
76,"Pigl",2.26401500722853,2.22628289722679,2.30472480272037,"CPCRW_nomoosehare","No Browsing","All stands"
76,"Pima",2.07419987914962,2.05525404337459,2.09464650989318,"CPCRW_nomoosehare","No Browsing","All stands"
76,"Potr",1.98314216879956,1.91983130642143,2.0532825881908,"CPCRW_nomoosehare","No Browsing","All stands"
77,"Bene",13.9068035211329,12.3930656859457,15.2191905927496,"CPCRW_nomoosehare","No Browsing","All stands"
77,"Pigl",2.28668075423521,2.24917022620291,2.3236533084439,"CPCRW_nomoosehare","No Browsing","All stands"
77,"Pima",2.08842316748433,2.06849669907854,2.10843612152863,"CPCRW_nomoosehare","No Browsing","All stands"
77,"Potr",1.9867154595918,1.92109950755337,2.04858804692632,"CPCRW_nomoosehare","No Browsing","All stands"
78,"Bene",13.656880389712,12.0932639408314,15.0349150040776,"CPCRW_nomoosehare","No Browsing","All stands"
78,"Pigl",2.28351242342901,2.24713512910728,2.32064657102003,"CPCRW_nomoosehare","No Browsing","All stands"
78,"Pima",2.07742818047728,2.05830922648108,2.09558674494584,"CPCRW_nomoosehare","No Browsing","All stands"
78,"Potr",1.95785321977743,1.89576977051152,2.01964350266211,"CPCRW_nomoosehare","No Browsing","All stands"
79,"Bene",14.46902868002,13.0403720910537,15.7471108457684,"CPCRW_nomoosehare","No Browsing","All stands"
79,"Pigl",2.31314204629607,2.27596456527653,2.35411297674636,"CPCRW_nomoosehare","No Browsing","All stands"
79,"Pima",2.1087982793298,2.08852763295375,2.12782516150771,"CPCRW_nomoosehare","No Browsing","All stands"
79,"Potr",1.98985408470606,1.92481422669714,2.06016340409624,"CPCRW_nomoosehare","No Browsing","All stands"
80,"Bene",14.6130284874839,13.2264817348069,15.937480381147,"CPCRW_nomoosehare","No Browsing","All stands"
80,"Pigl",2.32933466641017,2.28999101365415,2.36927127371321,"CPCRW_nomoosehare","No Browsing","All stands"
80,"Pima",2.13033870976601,2.11124928875116,2.148063106483,"CPCRW_nomoosehare","No Browsing","All stands"
80,"Potr",2.0126839849676,1.94240797621118,2.08418549252622,"CPCRW_nomoosehare","No Browsing","All stands"
81,"Bene",14.9680408457854,13.6330262040192,16.2137841973704,"CPCRW_nomoosehare","No Browsing","All stands"
81,"Pigl",2.34405793688287,2.30603474482568,2.38706777317245,"CPCRW_nomoosehare","No Browsing","All stands"
81,"Pima",2.14560143512516,2.1248030053205,2.16508500988999,"CPCRW_nomoosehare","No Browsing","All stands"
81,"Potr",2.01864002872823,1.94604278541872,2.0894317439737,"CPCRW_nomoosehare","No Browsing","All stands"
82,"Bene",15.4943050995926,14.3847597077087,16.5993801015258,"CPCRW_nomoosehare","No Browsing","All stands"
82,"Pigl",2.36207540343278,2.32185520211579,2.40286882983085,"CPCRW_nomoosehare","No Browsing","All stands"
82,"Pima",2.16394382365038,2.14456896703193,2.1855200933254,"CPCRW_nomoosehare","No Browsing","All stands"
82,"Potr",2.00138496384676,1.93216266903355,2.07052217955541,"CPCRW_nomoosehare","No Browsing","All stands"
83,"Bene",16.089432006396,15.0944881324327,17.1863256692702,"CPCRW_nomoosehare","No Browsing","All stands"
83,"Pigl",2.33144758471372,2.29241434070556,2.37084777654783,"CPCRW_nomoosehare","No Browsing","All stands"
83,"Pima",2.17456120237426,2.15308287399784,2.19430048167946,"CPCRW_nomoosehare","No Browsing","All stands"
83,"Potr",1.99019984488613,1.92506718138497,2.05794308090992,"CPCRW_nomoosehare","No Browsing","All stands"
84,"Bene",16.2055032653134,15.1603549587532,17.2637936388918,"CPCRW_nomoosehare","No Browsing","All stands"
84,"Pigl",2.32332065672621,2.27988473597242,2.36396145748481,"CPCRW_nomoosehare","No Browsing","All stands"
84,"Pima",2.20105294754705,2.18086696959383,2.22173013435264,"CPCRW_nomoosehare","No Browsing","All stands"
84,"Potr",2.00711444883984,1.93814766135525,2.07533646055791,"CPCRW_nomoosehare","No Browsing","All stands"
85,"Bene",16.3340879503568,15.3202184176141,17.3402863413835,"CPCRW_nomoosehare","No Browsing","All stands"
85,"Pigl",2.31808679748945,2.27553047436901,2.36219864025754,"CPCRW_nomoosehare","No Browsing","All stands"
85,"Pima",2.22757260616352,2.2056938454839,2.24885987886241,"CPCRW_nomoosehare","No Browsing","All stands"
85,"Potr",2.00135530324779,1.93058360808533,2.07123361601598,"CPCRW_nomoosehare","No Browsing","All stands"
86,"Bene",16.4658256701015,15.4882607231063,17.4345217921576,"CPCRW_nomoosehare","No Browsing","All stands"
86,"Pigl",2.34494781759805,2.30152118568307,2.38939686851018,"CPCRW_nomoosehare","No Browsing","All stands"
86,"Pima",2.25007166875537,2.2304000210954,2.27142356444199,"CPCRW_nomoosehare","No Browsing","All stands"
86,"Potr",2.03142308677126,1.96594108989271,2.10045532522021,"CPCRW_nomoosehare","No Browsing","All stands"
87,"Bene",16.6011354125129,15.6045430536308,17.6336868506597,"CPCRW_nomoosehare","No Browsing","All stands"
87,"Pigl",2.35047384330583,2.30728731930613,2.397732698241,"CPCRW_nomoosehare","No Browsing","All stands"
87,"Pima",2.27623249802583,2.25516926157787,2.29662848105786,"CPCRW_nomoosehare","No Browsing","All stands"
87,"Potr",2.03635602020598,1.96760315432803,2.10650380265834,"CPCRW_nomoosehare","No Browsing","All stands"
88,"Bene",16.7015552433344,15.7025421451278,17.7514734806552,"CPCRW_nomoosehare","No Browsing","All stands"
88,"Pigl",2.35063687963107,2.30389771988079,2.40020186239376,"CPCRW_nomoosehare","No Browsing","All stands"
88,"Pima",2.28844576057502,2.26684011175246,2.30935472068565,"CPCRW_nomoosehare","No Browsing","All stands"
88,"Potr",2.059648952513,1.9892049068881,2.13213435315935,"CPCRW_nomoosehare","No Browsing","All stands"
89,"Bene",16.8144327971068,15.8710806059199,17.8220138415506,"CPCRW_nomoosehare","No Browsing","All stands"
89,"Pigl",2.34950914554861,2.3016699087592,2.3962873228945,"CPCRW_nomoosehare","No Browsing","All stands"
89,"Pima",2.30393709568622,2.28233012403037,2.3247598531778,"CPCRW_nomoosehare","No Browsing","All stands"
89,"Potr",2.06515991882413,1.99390942085467,2.13653410883553,"CPCRW_nomoosehare","No Browsing","All stands"
90,"Bene",16.9617943535705,15.9585678393365,18.0214671464275,"CPCRW_nomoosehare","No Browsing","All stands"
90,"Pigl",2.34827045885664,2.29850773210975,2.39656372177362,"CPCRW_nomoosehare","No Browsing","All stands"
90,"Pima",2.31929196668327,2.29883335900963,2.33959052143231,"CPCRW_nomoosehare","No Browsing","All stands"
90,"Potr",2.08054599821716,2.00930336038339,2.15724105493159,"CPCRW_nomoosehare","No Browsing","All stands"
91,"Bene",17.0657522769583,16.0295926242214,18.0880725263367,"CPCRW_nomoosehare","No Browsing","All stands"
91,"Pigl",2.33774198026318,2.28691337722905,2.39699142985368,"CPCRW_nomoosehare","No Browsing","All stands"
91,"Pima",2.32152840670328,2.29969050955245,2.34228809982238,"CPCRW_nomoosehare","No Browsing","All stands"
91,"Potr",2.07256896066169,1.99960254782513,2.14876974202516,"CPCRW_nomoosehare","No Browsing","All stands"
92,"Bene",17.1558725699139,16.0554904225336,18.2337597696404,"CPCRW_nomoosehare","No Browsing","All stands"
92,"Pigl",2.3583333983382,2.29985826271169,2.41178977699047,"CPCRW_nomoosehare","No Browsing","All stands"
92,"Pima",2.34135297498585,2.32153303916602,2.36188353063871,"CPCRW_nomoosehare","No Browsing","All stands"
92,"Potr",2.05569491374676,1.97810144823545,2.12916463208846,"CPCRW_nomoosehare","No Browsing","All stands"
93,"Bene",16.6619957685066,15.2491774378849,17.8210803560117,"CPCRW_nomoosehare","No Browsing","All stands"
93,"Pigl",2.35706704753754,2.30342324167286,2.41553787123238,"CPCRW_nomoosehare","No Browsing","All stands"
93,"Pima",2.34803928069017,2.32593729266972,2.36834790925164,"CPCRW_nomoosehare","No Browsing","All stands"
93,"Potr",2.05847642038158,1.98512759915328,2.13501975496453,"CPCRW_nomoosehare","No Browsing","All stands"
94,"Bene",0.286080151796341,0.286080151796341,0.286080151796341,"CPCRW_nomoosehare","No Browsing","All stands"
94,"Pigl",2.32270823346703,2.26782816358805,2.38103929735938,"CPCRW_nomoosehare","No Browsing","All stands"
94,"Pima",2.21049724511522,2.1914437649257,2.22951621773204,"CPCRW_nomoosehare","No Browsing","All stands"
94,"Potr",1.80753928867345,1.76879635128715,1.85202855289112,"CPCRW_nomoosehare","No Browsing","All stands"
95,"Pigl",4.40725947965202,3.78877201313681,5.03743794144845,"CPCRW_nomoosehare","No Browsing","All stands"
95,"Pima",2.177383103489,2.1303145573862,2.22617163495978,"CPCRW_nomoosehare","No Browsing","All stands"
95,"Potr",2.05058341772465,1.76812110046742,2.35970835106797,"CPCRW_nomoosehare","No Browsing","All stands"
96,"Pigl",2.25199806842971,2.0069983054298,2.53365187588902,"CPCRW_nomoosehare","No Browsing","All stands"
96,"Pima",2.16965041888768,2.12149157599384,2.21405003420675,"CPCRW_nomoosehare","No Browsing","All stands"
96,"Potr",1.80915201940916,1.61866894511359,2.00170614845637,"CPCRW_nomoosehare","No Browsing","All stands"
97,"Pigl",1.82853855944815,1.43252342167177,2.25390876109756,"CPCRW_nomoosehare","No Browsing","All stands"
97,"Pima",1.86585864109838,1.72809494531648,2.01486529143373,"CPCRW_nomoosehare","No Browsing","All stands"
97,"Potr",1.8387304964738,1.28844845493635,2.36858207858526,"CPCRW_nomoosehare","No Browsing","All stands"
2,"Pima",4.18367036183675,4.18367036183675,4.18367036183675,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
3,"Pigl",0.0984077919793582,0.0977236643681691,0.0991291530118662,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
3,"Pima",0.176977864469839,0.0913597723534486,0.432409272072731,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
3,"Potr",3.97650784254074,3.97650784254074,3.97650784254074,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
4,"Pigl",0.115814450696874,0.113227416238471,0.118325597154789,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
4,"Pima",0.193645774549227,0.104875245390872,0.327635935852362,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
4,"Potr",3.97650784254074,3.97650784254074,3.97650784254074,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
5,"Pigl",0.132796176510805,0.128787979745234,0.13657378071988,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
5,"Pima",0.195436720978783,0.11786493694641,0.310470867946415,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
5,"Potr",3.97650784254074,3.97650784254074,3.97650784254074,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
6,"Pigl",0.154928356012785,0.149866644530864,0.160136585349712,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
6,"Pima",0.19770106489058,0.13381885263843,0.291011951455855,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
6,"Potr",3.97650784254074,3.97650784254074,3.97650784254074,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
7,"Bene",5.33014798164368,5.33014798164368,5.33014798164368,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
7,"Pigl",0.176874299561893,0.170899287922605,0.182674058335783,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
7,"Pima",0.202197427467921,0.150053483881564,0.292098204623481,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
7,"Potr",4.01403999328613,4.01403999328613,4.01403999328613,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
8,"Bene",6.18948614597321,6.18948614597321,6.18948614597321,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
8,"Pigl",0.214183638409939,0.198665423257552,0.238145743417409,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
8,"Pima",0.216078152280412,0.170084383752028,0.285324657236776,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
8,"Potr",4.01403999328613,4.01403999328613,4.01403999328613,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
9,"Bene",6.97842288017273,6.97842288017273,6.97842288017273,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
9,"Pigl",0.241384378468868,0.224403073200648,0.267694975791376,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
9,"Pima",0.235729790865649,0.192334690953414,0.303979957488605,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
9,"Potr",4.05514203776308,4.02089494916858,4.09034325657856,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
10,"Bene",7.65174388885498,7.65174388885498,7.65174388885498,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
10,"Pigl",0.272748135572464,0.254027569144861,0.298337817772304,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
10,"Pima",0.27128000081398,0.220345851612331,0.334029872248452,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
10,"Potr",4.47418117789995,4.3860939770743,4.56482305879631,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
11,"Bene",8.17564034461975,8.17564034461975,8.17564034461975,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
11,"Pigl",0.316861149772175,0.292514714901536,0.350219969700949,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
11,"Pima",0.294021631795999,0.247988681620734,0.354369380350585,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
11,"Potr",4.90875289020529,4.72965277259674,5.08072151325191,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
12,"Bene",8.59842777252197,8.59842777252197,8.59842777252197,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
12,"Pigl",0.363564513044888,0.334879376350648,0.40091104524379,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
12,"Pima",0.329586059512781,0.280277423410967,0.392577629987174,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
12,"Potr",5.01028565849577,4.33530269317211,5.49619980541959,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
13,"Bene",9.13817469278971,9.13817469278971,9.13817469278971,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
13,"Pigl",0.405907548546214,0.376062346827516,0.44263629903605,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
13,"Pima",0.353113912578017,0.307212480181886,0.410959181624548,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
13,"Potr",5.03789021258267,4.16408336577235,5.73160997109555,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
14,"Bene",9.56433073679606,9.56433073679606,9.56433073679606,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
14,"Pigl",0.459373730765936,0.426228395152832,0.501767865745804,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
14,"Pima",0.38246394275187,0.333940720610418,0.442425161409523,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
14,"Potr",5.26183211112281,4.31706584101183,5.99684548502329,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
15,"Bene",9.92549292246501,9.92549292246501,9.92549292246501,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
15,"Pigl",0.508115354873144,0.472836012133278,0.549968986423704,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
15,"Pima",0.413787909291157,0.364688302160097,0.472919624480031,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
15,"Potr",5.26108481919482,4.27824309140976,6.14695398806284,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
16,"Bene",10.2837785085042,10.2837785085042,10.2837785085042,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
16,"Pigl",0.549042691370698,0.508269368644415,0.594845483795976,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
16,"Pima",0.4498289988022,0.39950431750436,0.511462991432226,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
16,"Potr",5.83317732084365,4.96938781382546,6.64331413232145,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
17,"Bene",10.6728100776672,10.6728100776672,10.6728100776672,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
17,"Pigl",0.589773242184351,0.546561645545031,0.638020949021463,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
17,"Pima",0.488684055680001,0.435155455246494,0.555732477843469,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
17,"Potr",6.01790392876359,5.06880196156594,6.95437811207788,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
18,"Bene",11.1111946105957,11.1111946105957,11.1111946105957,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
18,"Pigl",0.635323287603854,0.593224307701027,0.679368965826998,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
18,"Pima",0.514293352225266,0.463464469077802,0.579004343838504,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
18,"Potr",6.16013088800174,5.14242464903543,7.07910471570371,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
19,"Bene",11.4830389022827,11.4830389022827,11.4830389022827,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
19,"Pigl",0.680092049393663,0.635997222239126,0.734168599118361,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
19,"Pima",0.544998843317288,0.491417962546511,0.608798319932109,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
19,"Potr",5.97615676129304,4.8514967333469,7.12087784114492,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
20,"Bene",11.9122529029846,11.9122529029846,11.9122529029846,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
20,"Pigl",0.734290889516934,0.692617905449852,0.789942469348261,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
20,"Pima",0.573389354746887,0.519363980280697,0.630299904490032,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
20,"Potr",5.78657679061922,4.50354541719434,7.09781250787947,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
21,"Bene",12.2559304237366,12.2559304237366,12.2559304237366,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
21,"Pigl",0.794183771297993,0.746501734902915,0.848280758499965,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
21,"Pima",0.604430443458593,0.553265767663777,0.662276054209885,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
21,"Potr",6.00010301688012,4.64626225301323,7.24473762276649,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
22,"Bene",12.4751110076904,12.4751110076904,12.4751110076904,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
22,"Pigl",0.860278303118674,0.811936511092295,0.915233104575741,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
22,"Pima",0.635948286895035,0.587436987490543,0.691672355622596,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
22,"Potr",6.28454639156697,4.93789844136863,7.64398052778683,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
23,"Bene",12.7846670150757,12.7846670150757,12.7846670150757,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
23,"Pigl",0.925988784888825,0.872564721637688,0.987344393779311,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
23,"Pima",0.687687405293216,0.633125655741555,0.751457490822443,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
23,"Potr",6.47421732049891,5.10142372227092,7.75657864916004,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
24,"Bene",13.1739344596863,13.1739344596863,13.1739344596863,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
24,"Pigl",0.987173834270295,0.930568079676155,1.05174654948971,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
24,"Pima",0.72202496863232,0.668981954614336,0.779899580639563,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
24,"Potr",6.61349407228516,5.22768921614798,8.03701426746771,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
25,"Bene",13.5185770988464,13.5185770988464,13.5185770988464,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
25,"Pigl",1.04488695949536,0.990668199921819,1.1034921296686,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
25,"Pima",0.774261234658067,0.709170896497274,0.837006899449496,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
25,"Potr",6.7360362634623,5.36776631464878,8.0485276805265,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
26,"Bene",13.7390880584717,13.7390880584717,13.7390880584717,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
26,"Pigl",1.1123606584539,1.06123685075014,1.16579272220969,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
26,"Pima",0.808935305326296,0.755018350757653,0.867517520125737,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
26,"Potr",6.88691501062093,5.61626824056062,8.18696533508627,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
27,"Bene",14.0585098266602,14.0585098266602,14.0585098266602,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
27,"Pigl",1.18101959685701,1.12740923670321,1.23502577381644,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
27,"Pima",0.845512195477636,0.789158295183662,0.908917933559231,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
27,"Potr",7.23162762019867,5.83124621993019,8.64745952192165,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
28,"Bene",14.4192051887512,14.4192051887512,14.4192051887512,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
28,"Pigl",1.24276857069386,1.18676640800111,1.30491990157183,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
28,"Pima",0.875199638131356,0.814456756115085,0.934399428214796,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
28,"Potr",7.54533482905492,6.12473422999979,8.91515374307527,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
29,"Bene",14.6573929786682,14.6573929786682,14.6573929786682,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
29,"Pigl",1.31516631591086,1.25917664170405,1.37882452769828,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
29,"Pima",0.904310162110149,0.845105046171266,0.962505457431378,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
29,"Potr",7.61745385906299,6.20370155254484,9.11475806703343,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
30,"Bene",14.8950395584106,14.8950395584106,14.8950395584106,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
30,"Pigl",1.38634098302911,1.32127412794565,1.45032156170205,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
30,"Pima",0.938697929084709,0.873800968568701,1.00648065545249,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
30,"Potr",7.71916467235448,6.25981702926964,9.31898306530731,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
31,"Pigl",1.486317107309,1.41466143263281,1.5536535206991,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
31,"Pima",0.946173976534498,0.88701653706609,1.00935244500137,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
31,"Potr",7.74986540984061,6.28086066525543,9.23501458201179,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
32,"Pigl",1.59129528512222,1.51679491322444,1.67064702762363,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
32,"Pima",0.983505614635653,0.920113508628996,1.04935763790804,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
32,"Potr",7.82573081974245,6.41069923641233,9.3324051444763,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
33,"Pigl",1.66622950881097,1.59177282332779,1.74604332586716,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
33,"Pima",1.0213205798332,0.959220797066205,1.08929591347627,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
33,"Potr",7.89607319431044,6.39111765252176,9.34423536577352,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
34,"Pigl",1.73760890543384,1.66048830089988,1.81862497932329,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
34,"Pima",1.05957097452437,0.99582744463513,1.12527297928642,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
34,"Potr",7.95241672708983,6.46278200161083,9.48706673452745,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
35,"Pigl",1.85798871490025,1.77829334475603,1.94691791317084,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
35,"Pima",1.09886288941644,1.03478033336687,1.16607776116409,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
35,"Potr",7.47546297159637,5.7451052396522,9.31043143473206,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
36,"Pigl",1.95014679138713,1.87109837309568,2.03331776197651,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
36,"Pima",1.11696488096499,1.05115863015149,1.18018737159329,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
36,"Potr",7.79345096498135,5.81513320055041,9.91161661590861,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
37,"Pigl",1.99981157757965,1.8925801053048,2.09827179998114,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
37,"Pima",1.08857555389877,1.00804144424735,1.1738483851579,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
37,"Potr",7.93929594941374,6.01314996954376,10.0773581904325,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
38,"Pigl",2.03172288125511,1.9356319593201,2.13259229976365,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
38,"Pima",1.12555808488411,1.0408952709089,1.21354033372946,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
38,"Potr",8.07098248506151,6.10545818467823,10.1763358815018,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
39,"Pigl",2.057041507306,1.95203554904959,2.16780637467407,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
39,"Pima",1.16046338218316,1.07363022244448,1.24878058329324,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
39,"Potr",8.25889350396969,6.28456510919117,10.1655564743362,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
40,"Pigl",2.04355899253255,1.94098199638916,2.15982560627555,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
40,"Pima",1.20074098742662,1.11022134712337,1.29237060637513,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
40,"Potr",8.46584664095465,6.55851343976931,10.4509120431744,"CPCRW_hare","Hare","Stands > 90% black spruce prefire"
